"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1920","경상북도 안동시 태화동","6**","단독","8m미만","108.32","719.00","202506","25","30,000","개인","개인","1977","포도길","-","중개거래","경북 안동시"
"1921","경기도 안성시 양성면 조일리","4*","단독","8m미만","87.83","563.00","202506","25","32,000","개인","개인","2018","조일말길","20250721","중개거래","경기 평택시"
"1922","경기도 안성시 양성면 조일리","4*","단독","8m미만","87.83","563.00","202506","25","32,000","개인","개인","2018","조일말길","20250708","중개거래","경기 평택시"
"1923","경기도 화성시 향남읍 도이리","2**","단독","8m미만","171.70","601.00","202506","25","57,000","개인","개인","2022","도이2길","-","중개거래","경기 화성시"
"1924","경상북도 경주시 성동동","1**","단독","8m미만","86.60","177.00","202506","25","30,500","개인","개인","1989","원화로339번길","-","중개거래","경북 경주시"
"1925","경기도 용인시 처인구 모현읍 초부리","2*","단독","8m미만","143.56","288.00","202506","25","51,810","개인","개인","2020","초부로37번길","-","직거래","-"
"1926","경기도 화성시 송산면 고포리","7**","단독","8m미만","33.75","233.00","202506","25","15,500","개인","개인","2020","어섬길259번길","-","직거래","-"
"1927","전라남도 여수시 국동","5**","단독","8m미만","90.48","100.00","202506","25","11,700","개인","개인","1979","국동남5길","-","중개거래","전남 여수시"
"1928","경기도 포천시 영중면 금주리","8**","단독","8m미만","207.50","660.00","202506","25","16,000","개인","개인","2007","호국로2616번길","-","중개거래","경기 포천시"
"1929","경기도 여주시 가남읍 삼군리","8*","단독","12m미만","107.10","338.00","202506","25","14,000","개인","개인","1994","양화로","-","중개거래","경기 여주시"
"1930","경기도 여주시 세종대왕면 매류리","1**","단독","8m미만","76.77","287.00","202506","25","13,000","개인","개인","2014","매류2길","-","중개거래","경기 여주시"
"1931","충청남도 서산시 읍내동","5**","다가구","8m미만","550.20","304.80","202506","25","90,000","개인","개인","2016","부춘6길","-","직거래","-"
"1932","경기도 가평군 설악면 위곡리","5**","단독","8m미만","88.45","308.00","202506","25","18,000","법인","개인","1925","한서로268번길","-","중개거래","경기 가평군"
"1933","경기도 양평군 양평읍 백안리","2*","단독","8m미만","146.88","230.00","202506","25","10,230","개인","개인","2000","백안3리길","-","중개거래","경기 양평군"
"1934","충청북도 제천시 대랑동","2**","단독","8m미만","66.66","616.00","202506","25","4,200","개인","개인","1955","단양로2길","-","직거래","-"
"1935","경기도 양평군 단월면 명성리","7*","단독","8m미만","157.70","367.00","202506","25","40,000","개인","개인","2024","통골길","-","직거래","-"
"1936","충청북도 충주시 노은면 대덕리","2**","단독","8m미만","91.13","760.00","202506","25","8,000","개인","개인","1957","쇠죽골길","-","중개거래","충북 충주시"
"1937","경기도 여주시 능현동","4**","단독","8m미만","150.17","497.00","202506","25","34,500","개인","개인","2004","능현2길","-","중개거래","경기 여주시"
"1938","충청북도 보은군 보은읍 장속리","2**","단독","8m미만","96.51","466.00","202506","25","13,000","개인","개인","2017","장속2길","-","직거래","-"
"1939","경기도 양주시 만송동","6*","단독","8m미만","85.67","189.00","202506","25","26,000","개인","개인","2018","만송로366번길","-","중개거래","경기 양주시"
"1940","경기도 화성시 금곡동","2**","단독","8m미만","74.40","597.00","202506","25","70,000","개인","개인","2025","금곡로210번길","-","직거래","-"
"1941","충청북도 옥천군 안내면 장계리","7*","단독","12m미만","195.07","418.00","202506","25","15,800","개인","개인","1980","성왕로","-","직거래","-"
"1942","경기도 성남시 중원구 금광동","2***","다가구","8m미만","90.68","66.80","202506","25","24,500","개인","개인","1987","금빛로94번길","-","직거래","-"
"1943","경기도 파주시 하지석동","3**","단독","8m미만","94.72","328.00","202506","25","32,087","개인","개인","2018","하지석길","-","중개거래","경기 파주시"
"1944","경기도 파주시 교하동","4**","단독","8m미만","165.90","173.00","202506","25","42,800","개인","법인","2023","천정구로","-","직거래","-"
"1945","충청북도 괴산군 청천면 후영리","4**","단독","8m미만","90.36","550.00","202506","25","22,000","개인","개인","2021","도경로후영길","20250715","중개거래","충북 괴산군"
"1946","충청북도 괴산군 청안면 문방리","1**","단독","8m미만","71.28","603.00","202506","25","25,000","법인","개인","2016","문방4길","-","중개거래","충북 청주시 청원구"
"1947","충청북도 괴산군 청안면 문방리","1**","단독","8m미만","80.15","817.00","202506","25","33,000","법인","개인","2020","문방4길","-","중개거래","충북 청주시 청원구"
"1948","충청남도 공주시 의당면 청룡리","8**","단독","8m미만","99.94","337.70","202506","25","13,000","개인","개인","1998","문화마을길","-","직거래","-"
"1949","전북특별자치도 전주시 덕진구 인후동1가","6**","단독","25m미만","304.86","213.00","202506","25","41,000","개인","개인","2003","건산로","-","중개거래","전북 완주군"
"1950","충청남도 서산시 인지면 성리","5**","단독","8m미만","124.86","635.00","202506","25","24,800","개인","개인","2020","쌍효성동길","-","직거래","-"
"1951","대전광역시 대덕구 오정동","2**","단독","12m미만","109.21","136.50","202506","25","25,300","개인","개인","1981","오정로52번길","20250714","중개거래","대전 대덕구"
"1952","대전광역시 대덕구 오정동","2**","단독","12m미만","61.74","143.30","202506","25","25,600","개인","개인","1980","오정로52번길","20250709","중개거래","대전 대덕구"
"1953","충청남도 금산군 금산읍 상옥리","3**","단독","8m미만","39.17","257.00","202506","25","3,800","개인","개인","1965","신학동3길","-","중개거래","대전 서구"
"1954","충청남도 부여군 임천면 가신리","2**","단독","8m미만","50.00","155.00","202506","25","1,000","개인","개인","1947","팔충로","-","직거래","-"
"1955","대전광역시 중구 호동","2*","단독","8m미만","147.82","217.10","202506","25","31,700","개인","개인","1981","모암로17번길","-","중개거래","대전 중구"
"1956","광주광역시 북구 두암동","8**","단독","8m미만","84.82","103.20","202506","25","9,600","개인","개인","1982","군왕로93번길","-","직거래","-"
"1957","광주광역시 북구 두암동","8**","단독","8m미만","36.69","131.00","202506","25","7,500","개인","개인","1969","동문대로134번길","-","중개거래","광주 북구"
"1958","경기도 수원시 장안구 율전동","4**","다가구","12m미만","329.02","159.00","202506","25","110,500","개인","개인","2003","율전로64번길","-","중개거래","경기 수원시 장안구"
"1959","전라남도 여수시 율촌면 반월리","3**","단독","8m미만","126.72","661.00","202506","25","23,200","개인","개인","2001","서부로","-","중개거래","전남 순천시"
"1960","전라남도 순천시 낙안면 용능리","2**","단독","12m미만","74.92","476.00","202506","25","1,200","개인","개인","1988","배재길","-","직거래","-"
"1961","전라남도 나주시 공산면 백사리","3*","단독","8m미만","89.20","738.80","202506","25","11,000","개인","개인","1970","덕음로","-","중개거래","광주 광산구"
"1962","광주광역시 남구 백운동","6**","단독","25m미만","82.50","174.90","202506","25","21,700","개인","개인","1976","진다리로","-","중개거래","광주 남구"
"1963","광주광역시 서구 화정동","8**","단독","12m미만","186.16","199.00","202506","25","26,000","법인","개인","1984","월드컵4강로28번길","-","중개거래","광주 서구"
"1964","광주광역시 서구 광천동","6**","단독","8m미만","47.52","247.00","202506","25","36,500","개인","개인","2000","죽봉대로119번길","-","중개거래","광주 서구"
"1965","광주광역시 동구 남동","1**","단독","25m미만","196.99","509.10","202506","25","308,000","법인","개인","1960","문화전당로","-","직거래","-"
"1966","광주광역시 동구 남동","1**","단독","8m미만","95.86","211.60","202506","25","107,000","법인","개인","1960","문화전당로","-","직거래","-"
"1967","전라남도 곡성군 오산면 선세리","7**","단독","8m미만","74.10","261.00","202506","25","2,000","개인","개인","2011","작천길","-","직거래","-"
"1968","전라남도 고흥군 도화면 당오리","5**","단독","8m미만","67.20","371.00","202506","25","3,100","개인","개인","1999","동신길","-","중개거래","전남 고흥군"
"1969","인천광역시 미추홀구 주안동","8**","단독","8m미만","150.96","173.00","202506","25","26,500","개인","개인","1983","인하로217번길","-","중개거래","인천 미추홀구"
"1970","전라남도 보성군 복내면 유정리","9**","단독","8m미만","127.80","1108.80","202506","25","22,995","공공기관","개인","2014","덕촌길","-","직거래","-"
"1971","인천광역시 중구 운북동","5**","단독","8m미만","98.70","505.00","202506","25","40,000","개인","개인","2012","백운로387번길","-","중개거래","인천 중구"
"1972","인천광역시 중구 도원동","1*","단독","8m미만","219.42","158.70","202506","25","31,000","개인","개인","1986","참외전로244번길","-","중개거래","인천 중구"
"1973","대구광역시 서구 평리동","1***","단독","8m미만","197.08","139.40","202506","25","28,500","개인","개인","1983","국채보상로56길","-","중개거래","대구 서구"
"1974","대구광역시 서구 비산동","1**","단독","8m미만","211.33","162.00","202506","25","30,800","개인","개인","2002","달서로12길","-","중개거래","대구 서구"
"1975","전라남도 강진군 대구면 사당리","5**","단독","8m미만","88.14","640.00","202506","25","11,300","개인","개인","2011","청자해안길","-","중개거래","전남 강진군"
"1976","전라남도 강진군 도암면 석문리","8**","단독","8m미만","49.90","530.00","202506","25","3,000","개인","개인","1970","월하안길","-","중개거래","전남 나주시"
"1977","부산광역시 수영구 수영동","3**","단독","8m미만","133.75","124.00","202506","25","21,800","개인","개인","1984","수미로50번가길","-","중개거래","부산 수영구"
"1978","부산광역시 강서구 대저2동","2***","단독","12m미만","146.40","331.00","202506","25","50,000","개인","개인","1992","공항앞길177번길","-","중개거래","부산 강서구"
"1979","부산광역시 금정구 서동","5**","다가구","8m미만","120.06","53.00","202506","25","12,000","개인","개인","2005","서동로87번길","-","중개거래","부산 금정구"
"1980","전라남도 영암군 덕진면 운암리","3**","단독","8m미만","86.39","882.80","202506","25","4,000","개인","개인","1984","대천동길","-","직거래","-"
"1981","전라남도 영광군 영광읍 학정리","6**","단독","8m미만","68.49","411.30","202506","25","5,000","개인","개인","1986","중앙로","-","직거래","-"
"1982","전라남도 영광군 대마면 송죽리","1**","단독","8m미만","76.80","660.00","202506","25","8,000","개인","개인","2016","동삼로6길","-","직거래","-"
